General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Albert Sambi Lokonga,BEL,MF,22,1999,9,536,60,15.7,6.0,6,79,3,3,20,8,0.67,2,5,-3,-0.5,-0.32,4.5,6.3,-1.8,-0.31,-0.09
Cheick Doucouré,MLI,MF,22,2000,34,2769,81,81.0,30.8,34,81,16,0,,1,1.24,36,41,-5,-0.16,0.39,33.3,38.7,-5.4,-0.18,0.29
Chris Richards,USA,DF,22,2000,9,447,50,13.1,5.0,4,90,4,5,17,18,0.78,2,11,-9,-1.81,-1.81,3.6,10.7,-7.1,-1.44,-1.39
David Ozoh,ENG,FW,17,2005,1,1,1,0.0,0.0,0,,0,1,1,3,1.0,0,0,0,0.0,0.24,0.0,0.0,0.0,0.0,0.23
Eberechi Eze,ENG,"MF,FW",24,1998,38,2636,69,77.1,29.3,30,82,15,8,23,0,1.18,38,35,3,0.1,1.48,31.9,31.7,0.2,0.01,1.04
Jack Butland,ENG,GK,29,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jack Wells-Morrison,ENG,MF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
James McArthur,SCO,MF,34,1987,4,54,14,1.6,0.6,0,,0,4,14,8,1.75,0,0,0,0.0,0.24,0.7,0.4,0.2,0.41,0.65
James Tomkins,ENG,DF,33,1989,6,338,56,9.9,3.8,3,79,2,3,34,16,0.67,2,8,-6,-1.6,-1.51,2.6,6.5,-3.9,-1.03,-0.89
Jaïro Riedewald,NED,"DF,MF",25,1996,6,64,11,1.9,0.7,0,,0,6,11,24,1.83,0,0,0,0.0,0.24,0.5,0.9,-0.4,-0.57,-0.34
Jean-Philippe Mateta,FRA,FW,25,1997,29,770,27,22.5,8.6,6,65,0,23,17,8,1.1,5,10,-5,-0.58,-0.45,10.6,13.5,-3.0,-0.35,-0.15
Jeffrey Schlupp,GHA,"MF,FW",29,1992,34,2531,74,74.0,28.1,30,81,11,4,23,0,1.18,33,38,-5,-0.18,0.23,29.5,36.4,-6.9,-0.25,-0.05
Joachim Andersen,DEN,DF,26,1996,32,2782,87,81.3,30.9,32,87,30,0,,0,1.31,35,37,-2,-0.06,0.92,34.0,35.4,-1.3,-0.04,1.01
Joel Ward,ENG,DF,32,1989,28,2256,81,66.0,25.1,24,89,22,4,30,7,1.36,34,35,-1,-0.04,0.58,28.6,31.3,-2.7,-0.11,0.37
John-Kymani Gordon,ENG,"FW,MF",19,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Jordan Ayew,GHA,"FW,MF",30,1991,38,2714,71,79.4,30.2,31,82,17,7,24,0,1.18,32,41,-9,-0.3,-0.3,29.7,40.2,-10.5,-0.35,-0.57
Joseph Whitworth,ENG,GK,18,2004,2,180,90,5.3,2.0,2,90,2,0,,12,0.0,1,5,-4,-2.0,-1.86,1.9,2.2,-0.2,-0.11,0.13
Kaden Rodney,ENG,DF,17,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Killian Phillips,IRL,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kofi Balmer,NIR,DF,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Luka Milivojević,SRB,MF,31,1991,18,512,28,15.0,5.7,5,68,1,13,13,16,1.44,5,7,-2,-0.35,-0.13,4.4,7.7,-3.4,-0.59,-0.42
Luke Plange,ENG,FW,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Malcolm Ebiowei,ENG,"MF,FW",18,2003,3,34,11,1.0,0.4,0,,0,3,11,14,0.0,0,1,-1,-2.65,-2.43,0.3,0.2,0.1,0.39,0.62
Marc Guéhi,ENG,DF,22,2000,37,3329,90,97.3,37.0,37,90,36,0,,0,1.22,40,46,-6,-0.16,2.8,38.8,45.5,-6.7,-0.18,1.9
Michael Olise,FRA,"FW,MF",20,2001,37,2749,74,80.4,30.5,31,85,17,6,20,0,1.22,35,38,-3,-0.1,0.71,32.1,36.6,-4.5,-0.15,0.43
Naouirou Ahamada,FRA,"MF,FW",20,2002,8,94,12,2.7,1.0,0,,0,8,12,3,0.38,0,2,-2,-1.91,-1.73,1.1,1.8,-0.7,-0.69,-0.47
Nathaniel Clyne,ENG,DF,31,1991,22,1640,75,48.0,18.2,19,84,14,3,17,8,0.77,13,23,-10,-0.55,-0.6,15.7,25.7,-10.1,-0.55,-0.62
Odsonne Édouard,FRA,FW,24,1998,35,1803,52,52.7,20.0,20,75,2,15,20,2,1.2,23,25,-2,-0.1,0.29,20.6,23.6,-3.0,-0.15,0.17
Owen Goodman,ENG,GK,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Sam Johnstone,ENG,GK,29,1993,9,810,90,23.7,9.0,9,90,9,0,,21,1.67,16,10,6,0.67,1.18,12.1,8.5,3.6,0.4,0.83
Tayo Adaramola,IRL,DF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
