comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,date,match_id
Premier League,Matchweek 4,L 1–3,19538871,18bb7c10,0,0,0,0,0,0,0,0,0,0,0,2023-09-03,74125d47
Premier League,Matchweek 5,L 1–3,19538871,d07537b9,0,0,0,0,0,0,0,0,0,0,0,2023-09-16,ddcf2857
Premier League,Matchweek 6,W 1–0,19538871,943e8050,0,0,0,0,0,0,0,0,0,0,0,2023-09-23,8e26793d
Premier League,Matchweek 7,L 0–1,19538871,47c64c55,0,0,0,0,0,0,0,0,0,0,0,2023-09-30,ef2b7ab9
Premier League,Matchweek 8,W 2–1,19538871,cd051869,0,0,0,0,0,0,0,0,0,0,0,2023-10-07,5006142a
Premier League,Matchweek 9,W 2–1,19538871,1df6b87e,0,0,0,0,0,0,0,0,0,0,0,2023-10-21,d95b42eb
Premier League,Matchweek 10,L 0–3,19538871,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,2023-10-29,f6bfec82
Premier League,Matchweek 11,W 1–0,19538871,fd962109,0,0,0,0,0,0,0,0,0,0,0,2023-11-04,31273be0
Premier League,Matchweek 12,W 1–0,19538871,e297cd13,0,0,0,0,0,0,0,0,0,0,0,2023-11-11,4b9f3f25
Premier League,Matchweek 13,W 3–0,19538871,d3fd31cc,0,0,0,0,0,0,0,0,0,0,0,2023-11-26,f82a83dd
Premier League,Matchweek 14,L 0–1,19538871,b2b47a98,0,0,0,0,0,0,0,0,0,0,0,2023-12-02,66a1f3ac
Premier League,Matchweek 15,W 2–1,19538871,cff3d9bb,0,0,0,0,0,0,0,0,0,0,0,2023-12-06,49f486f6
Premier League,Matchweek 16,L 0–3,19538871,4ba7cbea,0,0,0,0,0,0,0,0,0,0,0,2023-12-09,0760a568
Premier League,Matchweek 17,D 0–0,19538871,822bd0ba,0,0,0,0,0,0,0,0,0,0,0,2023-12-17,18e98d77
Premier League,Matchweek 18,L 0–2,19538871,7c21e445,0,0,0,0,0,0,0,0,0,0,0,2023-12-23,328777ed
Premier League,Matchweek 19,W 3–2,19538871,8602292d,0,0,0,0,0,0,0,0,0,0,0,2023-12-26,83709fdf
Premier League,Matchweek 20,L 1–2,19538871,e4a775cb,0,0,0,0,0,0,0,0,0,0,0,2023-12-30,1aa68cba
Premier League,Matchweek 21,D 2–2,19538871,361ca564,0,0,0,0,0,0,0,0,0,0,0,2024-01-14,904ed2f9
Premier League,Matchweek 22,W 4–3,19538871,8cec06e1,0,0,0,0,0,0,0,0,0,0,0,2024-02-01,457203bc
Premier League,Matchweek 23,W 3–0,19538871,7c21e445,0,0,0,0,0,0,0,0,0,0,0,2024-02-04,dc1428be
Premier League,Matchweek 24,W 2–1,19538871,8602292d,0,0,0,0,0,0,0,0,0,0,0,2024-02-11,fd36479b
Premier League,Matchweek 25,W 2–1,19538871,e297cd13,0,0,0,0,0,0,0,0,0,0,0,2024-02-18,49523b04
Premier League,Matchweek 26,L 1–2,19538871,fd962109,0,0,0,0,0,0,0,0,0,0,0,2024-02-24,45f67948
Premier League,Matchweek 27,L 1–3,19538871,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,2024-03-03,615eff06
Premier League,Matchweek 28,W 2–0,19538871,d3fd31cc,0,0,0,0,0,0,0,0,0,0,0,2024-03-09,fede7f6e
Premier League,Matchweek 32,D 2–2,19538871,822bd0ba,0,0,0,0,0,0,0,0,0,0,0,2024-04-07,d57ffe1a
Premier League,Matchweek 33,D 2–2,19538871,4ba7cbea,0,0,0,0,0,0,0,0,0,0,0,2024-04-13,32a8be36
Premier League,Matchweek 29,W 4–2,19538871,1df6b87e,0,0,0,0,0,0,0,0,0,0,0,2024-04-24,70770e72
Premier League,Matchweek 35,D 1–1,19538871,943e8050,0,0,0,0,0,0,0,0,0,0,0,2024-04-27,e8eb637d
Premier League,Matchweek 36,L 0–4,19538871,47c64c55,0,0,0,0,0,0,0,0,0,0,0,2024-05-06,8c4bf9e7
Premier League,Matchweek 37,L 0–1,19538871,18bb7c10,0,0,0,0,0,0,0,0,0,0,0,2024-05-12,ab9827f2
Premier League,Matchweek 34,W 3–2,19538871,b2b47a98,0,0,0,0,0,0,0,0,0,0,0,2024-05-15,e43e8597
Premier League,Matchweek 38,W 2–0,19538871,d07537b9,0,0,0,0,0,0,0,0,0,0,0,2024-05-19,47ecdc19
