comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,performance_psxg,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,launched_cmp,launched_att,launched_cmp%,passes_att (gk),passes_thr,passes_launch%,passes_avglen,goal kicks_att,goal kicks_launch%,goal kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_avgdist,date,match_id
Premier League,Matchweek 1,W 4–1,361ca564,33c895d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-06,09d8a999
Premier League,Matchweek 2,D 2–2,361ca564,cff3d9bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-14,01e57bf5
Premier League,Matchweek 3,W 1–0,361ca564,8cec06e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-20,5cc3bd0e
Premier League,Matchweek 4,W 2–0,361ca564,e4a775cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,3c364307
Premier League,Matchweek 5,D 1–1,361ca564,7c21e445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-31,9f221621
Premier League,Matchweek 6,W 2–1,361ca564,fd962109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-03,a497b725
Premier League,Matchweek 8,W 6–2,361ca564,a2d435b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,99e44c16
Premier League,Matchweek 9,L 1–3,361ca564,18bb7c10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-01,aefe3b90
Premier League,Matchweek 10,W 1–0,361ca564,d07537b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-08,3eeefbc5
Premier League,Matchweek 11,W 2–0,361ca564,d3fd31cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-15,e42493f9
Premier League,Matchweek 12,L 0–2,361ca564,19538871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-19,eebe78c1
Premier League,Matchweek 13,L 1–2,361ca564,b2b47a98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-23,ae21490f
Premier League,Matchweek 14,W 3–2,361ca564,4ba7cbea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-29,dcb3b971
Premier League,Matchweek 15,L 1–2,361ca564,822bd0ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-06,2954504d
Premier League,Matchweek 16,W 4–3,361ca564,5bfb9659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-12,0030e686
Premier League,Matchweek 17,D 2–2,361ca564,cd051869,1,90,4,2,2,50.0,0,2.1,0,0,0,0,4,6,66.7,16,9,18.8,24.9,5,60.0,39.4,10,0,0.0,2,20.7,2022-12-26,14e4f648
Premier League,Matchweek 18,L 0–2,361ca564,8602292d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01,63e8eaf8
Premier League,Matchweek 19,W 4–0,361ca564,47c64c55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04,d8118454
Premier League,Matchweek 20,L 0–2,361ca564,18bb7c10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-15,4fc8b7b2
Premier League,Matchweek 7,L 2–4,361ca564,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-19,847f0a9c
Premier League,Matchweek 21,W 1–0,361ca564,fd962109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-23,098cd338
Premier League,Matchweek 22,W 1–0,361ca564,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-05,8a923619
Premier League,Matchweek 23,L 1–4,361ca564,a2d435b3,1,90,6,4,2,33.3,0,1.9,0,0,0,0,1,4,25.0,16,6,6.3,23.2,5,60.0,40.8,4,0,0.0,1,15.5,2023-02-11,390c7b85
Premier League,Matchweek 24,W 2–0,361ca564,7c21e445,1,90,1,0,1,100.0,1,0.1,0,0,0,0,2,8,25.0,19,2,31.6,29.5,6,33.3,29.7,18,0,0.0,3,25.5,2023-02-19,aae66d3d
Premier League,Matchweek 25,W 2–0,361ca564,cff3d9bb,1,90,2,0,2,100.0,1,0.0,0,0,0,0,2,6,33.3,23,9,21.7,28.9,8,12.5,25.0,13,1,7.7,0,9.5,2023-02-26,8eff71b5
Premier League,Matchweek 26,L 0–1,361ca564,8cec06e1,1,90,5,1,4,80.0,0,1.3,0,0,0,0,1,7,14.3,20,2,35.0,30.5,4,0.0,9.8,8,0,0.0,3,28.0,2023-03-04,bf4ac62d
Premier League,Matchweek 27,W 3–1,361ca564,e4a775cb,1,90,5,1,3,80.0,0,1.8,1,0,1,0,0,0,,12,4,0.0,20.8,8,0.0,18.5,17,0,0.0,0,3.3,2023-03-11,d065f9cd
Premier League,Matchweek 28,D 3–3,361ca564,33c895d4,1,90,7,3,4,71.4,0,2.8,1,1,0,0,1,4,25.0,19,6,10.5,23.7,8,25.0,25.4,14,2,14.3,2,14.2,2023-03-18,bd9ec55d
Premier League,Matchweek 29,D 1–1,361ca564,d3fd31cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03,c00d9a22
Premier League,Matchweek 30,W 2–1,361ca564,d07537b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-08,b3ad7bd4
Premier League,Matchweek 31,L 2–3,361ca564,4ba7cbea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-15,bfc49d95
Premier League,Matchweek 32,L 1–6,361ca564,b2b47a98,0,45,2,1,1,50.0,0,1.7,0,0,0,0,1,8,12.5,13,0,46.2,37.8,3,66.7,47.7,5,0,0.0,0,,2023-04-23,dff22d13
Premier League,Matchweek 33,D 2–2,361ca564,19538871,1,90,7,2,5,71.4,0,1.9,0,0,0,0,6,12,50.0,19,3,36.8,31.6,5,100.0,58.2,14,0,0.0,0,4.0,2023-04-27,8c9a5c5c
Premier League,Matchweek 34,L 3–4,361ca564,822bd0ba,1,90,4,4,0,25.0,0,3.0,1,1,0,0,3,18,16.7,28,7,39.3,34.4,7,100.0,63.0,15,0,0.0,1,17.0,2023-04-30,e07267b3
Premier League,Matchweek 35,W 1–0,361ca564,47c64c55,1,90,2,0,2,100.0,1,0.3,0,0,0,0,4,10,40.0,20,4,50.0,36.2,7,0.0,13.7,14,0,0.0,2,15.0,2023-05-06,0f1e1478
Premier League,Matchweek 36,L 1–2,361ca564,8602292d,1,90,4,2,2,50.0,0,1.5,0,0,0,0,4,9,44.4,16,8,18.8,24.6,8,75.0,49.4,14,1,7.1,1,10.0,2023-05-13,362514ee
Premier League,Matchweek 37,L 1–3,361ca564,cd051869,1,90,4,3,1,25.0,0,2.1,0,0,0,0,5,13,38.5,28,3,28.6,31.7,7,71.4,47.0,10,1,10.0,1,15.3,2023-05-20,28ebbaf2
Premier League,Matchweek 38,W 4–1,361ca564,5bfb9659,1,90,2,1,1,50.0,0,0.8,0,0,0,0,2,19,10.5,20,8,45.0,37.2,12,83.3,53.0,37,0,0.0,0,4.0,2023-05-28,c9c73ddd
