General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Akim Zedadka,ALG,DF,27,1995,20,1599,80,46.8,17.8,19,84,15,1,6,1,0.95,18,24,-6,-0.34,0.75,18.4,26.4,-8.0,-0.45,-0.06
Alexandre Coeff,FRA,DF,30,1992,7,586,84,17.1,6.5,6,90,6,1,46,6,0.86,6,14,-8,-1.23,-0.59,6.9,11.2,-4.4,-0.67,-0.31
Benoît Costil,FRA,GK,35,1987,19,1710,90,50.0,19.0,19,90,19,0,,0,0.68,16,41,-25,-1.32,-1.16,18.4,30.9,-12.5,-0.66,-0.48
Birama Touré,MLI,MF,30,1992,38,3400,89,99.4,37.8,38,89,34,0,,0,0.92,34,61,-27,-0.71,3.79,42.1,58.2,-16.1,-0.43,-1.65
Brayann Pereira,FRA,DF,19,2003,2,180,90,5.3,2.0,2,90,2,0,,7,0.0,2,6,-4,-2.0,-1.33,1.4,5.0,-3.6,-1.81,-1.47
Donovan Léon,GUF,GK,29,1992,2,180,90,5.3,2.0,2,90,2,0,,34,2.0,3,2,1,0.5,1.31,4.1,3.2,0.9,0.45,0.91
Dénys Bain,FRA,DF,29,1993,2,126,63,3.7,1.4,1,90,1,1,36,14,0.5,2,3,-1,-0.71,0.02,1.8,1.5,0.3,0.2,0.64
Gauthier Hein,FRA,"MF,FW",25,1996,35,1874,54,54.8,20.8,23,72,1,12,19,0,0.97,18,35,-17,-0.82,-0.18,21.0,32.1,-11.1,-0.53,-0.25
Gaëtan Charbonnier,FRA,"FW,MF",33,1988,6,254,42,7.4,2.8,3,72,1,3,13,0,0.83,3,9,-6,-2.13,-1.5,2.8,5.8,-3.0,-1.06,-0.7
