General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aaron Cresswell,ENG,DF,32,1989,28,2235,80,65.4,24.8,24,88,20,4,29,8,1.11,26,32,-6,-0.24,0.29,32.3,32.9,-0.6,-0.03,0.22
Alphonse Areola,FRA,GK,29,1993,5,309,62,9.0,3.4,2,90,2,3,43,30,0.8,5,7,-2,-0.58,-0.26,5.3,7.5,-2.2,-0.64,-0.59
Angelo Ogbonna,ITA,DF,34,1988,16,1237,77,36.2,13.7,13,88,11,3,33,19,1.13,15,19,-4,-0.29,0.08,17.6,20.1,-2.5,-0.18,-0.12
Armstrong Okoflex,IRL,MF,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ben Johnson,ENG,DF,22,2000,17,866,51,25.3,9.6,9,82,8,8,16,10,1.24,8,13,-5,-0.52,-0.24,12.9,15.2,-2.4,-0.25,-0.2
Conor Coventry,IRL,"MF,FW",22,2000,1,1,1,0.0,0.0,0,,0,1,1,10,0.0,0,0,0,0.0,0.34,0.0,0.0,0.0,0.0,0.1
Craig Dawson,ENG,DF,32,1990,8,720,90,21.1,8.0,8,90,8,0,,1,0.88,9,13,-4,-0.5,-0.2,9.8,10.8,-1.0,-0.12,-0.03
Danny Ings,ENG,FW,30,1992,17,775,46,22.7,8.6,7,79,1,10,22,2,1.24,11,13,-2,-0.23,0.14,11.0,13.7,-2.7,-0.32,-0.28
Darren Randolph,IRL,GK,35,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,
Declan Rice,ENG,MF,23,1999,37,3273,88,95.7,36.4,36,90,36,1,33,0,1.08,42,50,-8,-0.22,2.84,48.7,48.6,0.1,0.0,2.41
Divin Mubama,ENG,FW,17,2004,3,38,13,1.1,0.4,0,,0,3,13,0,1.0,1,0,1,2.37,2.74,0.8,1.3,-0.4,-1.06,-0.97
Emerson Palmieri,ITA,DF,27,1994,22,1320,60,38.6,14.7,16,79,9,6,9,13,1.18,15,28,-13,-0.89,-0.89,17.3,23.0,-5.7,-0.39,-0.47
Flynn Downes,ENG,MF,23,1999,21,762,36,22.3,8.5,7,82,2,14,14,16,1.19,2,14,-12,-1.42,-1.38,7.4,13.5,-6.2,-0.73,-0.81
Gianluca Scamacca,ITA,FW,23,1999,16,926,58,27.1,10.3,11,73,3,5,24,4,0.88,9,12,-3,-0.29,0.07,13.4,11.4,2.0,0.19,0.41
Harrison Ashby,SCO,DF,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Jarrod Bowen,ENG,"FW,MF",25,1996,38,3233,85,94.5,35.9,36,89,30,2,19,0,1.05,40,50,-10,-0.28,1.17,46.7,47.9,-1.2,-0.03,1.24
Joseph Anang,ENG,GK,22,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,
Kaelan Casey,ENG,DF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Krisztián Hegyi,HUN,GK,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Kurt Zouma,FRA,DF,27,1994,25,1989,80,58.2,22.1,24,82,21,1,22,3,1.2,26,29,-3,-0.14,0.49,29.2,27.8,1.4,0.07,0.4
Lucas Paquetá,BRA,MF,24,1997,28,2151,77,62.9,23.9,27,79,7,1,24,1,1.11,32,39,-7,-0.29,0.13,32.2,33.7,-1.5,-0.06,0.1
Manuel Lanzini,ARG,"MF,FW",29,1993,10,252,25,7.4,2.8,2,73,1,8,13,28,0.7,2,5,-3,-1.07,-0.79,3.0,5.8,-2.7,-0.98,-0.95
Maxwel Cornet,CIV,FW,25,1996,14,245,18,7.2,2.7,2,46,0,12,13,6,0.79,2,5,-3,-1.1,-0.82,3.1,4.4,-1.3,-0.48,-0.41
Michail Antonio,JAM,FW,32,1990,33,1829,55,53.5,20.3,21,75,2,12,22,1,1.09,23,29,-6,-0.3,0.1,25.9,29.3,-3.4,-0.17,-0.14
Nayef Aguerd,MAR,DF,26,1996,18,1595,89,46.6,17.7,17,89,16,1,76,3,1.06,23,28,-5,-0.28,0.11,24.2,28.6,-4.5,-0.25,-0.28
Nikola Vlašić,CRO,"FW,MF",24,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Pablo Fornals,ESP,"FW,MF",26,1996,32,1503,47,43.9,16.7,17,75,3,15,16,6,1.09,18,28,-10,-0.6,-0.46,19.7,24.6,-5.0,-0.3,-0.35
Saïd Benrahma,ALG,"FW,MF",26,1995,35,2069,59,60.5,23.0,22,77,8,13,28,3,0.89,25,32,-7,-0.3,0.1,32.3,32.7,-0.5,-0.02,0.2
Thilo Kehrer,GER,DF,25,1996,27,2230,83,65.2,24.8,25,87,23,2,27,8,1.15,26,34,-8,-0.32,0.06,31.9,31.6,0.4,0.02,0.34
Tomáš Souček,CZE,MF,27,1995,36,2815,78,82.3,31.3,32,84,24,4,31,1,1.11,38,42,-4,-0.13,1.21,41.4,42.7,-1.3,-0.04,0.34
Vladimír Coufal,CZE,DF,29,1992,27,2136,79,62.5,23.7,24,85,18,3,33,7,1.0,27,35,-8,-0.34,0.01,31.1,30.6,0.5,0.02,0.33
Łukasz Fabiański,POL,GK,37,1985,36,3111,86,91.0,34.6,36,86,33,0,,0,1.08,37,48,-11,-0.32,0.26,43.9,45.5,-1.7,-0.05,0.59
