General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alejandro Revuelta Montero,ESP,DF,22,2000,1,1,1,0.0,0.0,0,,0,1,1,5,3.0,0,0,0,0.0,0.29,0.0,0.0,0.0,-3.98,-3.74
Alex Rodríguez,ESP,DF,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Borja Mayoral,ESP,FW,25,1997,35,2759,79,80.7,30.7,33,82,14,2,19,3,1.0,26,40,-14,-0.46,-0.87,27.0,36.5,-9.5,-0.31,-0.33
Carles Aleñá,ESP,"MF,FW",24,1998,35,2119,61,62.0,23.5,26,75,7,9,20,0,1.0,17,27,-10,-0.42,-0.36,21.3,25.1,-3.8,-0.16,0.22
Damián Suárez,URU,"DF,MF",34,1988,28,1946,70,56.9,21.6,26,75,12,2,1,5,1.36,21,20,1,0.05,0.78,22.9,22.7,0.2,0.01,0.59
David Soria,ESP,GK,29,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.11,34,45,-11,-0.29,,36.7,46.0,-9.4,-0.25,
Diego Conde,ESP,GK,23,1998,0,,,,,0,,0,0,,36,,,,,,,,,,,
Djené,TOG,DF,30,1991,33,2840,86,83.0,31.6,33,86,29,0,,0,1.03,27,39,-12,-0.38,-0.54,30.8,35.5,-4.7,-0.15,0.58
Domingos Duarte,POR,DF,27,1995,31,2657,86,77.7,29.5,30,88,28,1,13,5,0.94,26,40,-14,-0.47,-0.83,24.9,38.4,-13.6,-0.46,-0.96
Emmanuel Amankwaa Akurugu,GHA,DF,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Enes Ünal,TUR,FW,25,1997,35,2970,85,86.8,33.0,35,85,19,0,,0,1.09,29,42,-13,-0.39,-0.79,31.1,40.8,-9.6,-0.29,-0.35
Fabrizio Angileri,ARG,DF,28,1994,15,585,39,17.1,6.5,7,70,2,8,12,15,1.13,7,15,-8,-1.23,-1.14,5.2,10.1,-4.9,-0.75,-0.61
Gastón Álvarez,URU,DF,22,2000,22,1501,68,43.9,16.7,16,86,10,6,22,14,1.41,17,15,2,0.12,0.73,20.6,19.7,0.9,0.05,0.54
Gonzalo Villar,ESP,MF,24,1998,16,457,29,13.4,5.1,3,60,0,13,21,5,0.88,4,5,-1,-0.2,0.11,6.7,7.8,-1.1,-0.21,0.04
Gorka Rivera Alonso,ESP,DF,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Iglesias,ESP,"DF,MF",24,1998,32,2146,67,62.7,23.8,21,86,16,11,31,3,1.06,18,32,-14,-0.59,-0.8,19.9,28.7,-8.8,-0.37,-0.32
Jaime Mata,ESP,"FW,MF",33,1988,18,437,24,12.8,4.9,5,76,1,13,4,15,1.42,8,5,3,0.62,1.04,7.8,4.4,3.4,0.7,1.08
Jaime Seoane,ESP,"MF,FW",25,1997,16,326,20,9.5,3.6,2,59,0,14,15,22,1.13,2,8,-6,-1.66,-1.51,2.9,5.2,-2.3,-0.64,-0.44
John Joe,IRL,MF,18,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Jordan Amavi,FRA,DF,28,1994,5,200,40,5.8,2.2,1,58,0,4,36,23,0.8,2,2,0,0.0,0.31,0.6,1.5,-0.9,-0.39,-0.16
Juanmi Latasa,ESP,FW,21,2001,18,448,25,13.1,5.0,2,89,1,16,17,17,0.89,5,1,4,0.8,1.26,5.8,6.4,-0.5,-0.11,0.16
Kiko Casilla,ESP,GK,35,1986,0,,,,,0,,0,0,,37,,,,,,,,,,,
Luis Milla,ESP,MF,27,1994,27,1856,69,54.3,20.6,22,79,12,5,23,3,1.15,15,21,-6,-0.29,0.0,14.0,23.2,-9.2,-0.44,-0.43
Mauro Arambarri,URU,MF,26,1995,13,992,76,29.0,11.0,13,76,5,0,,0,1.08,11,18,-7,-0.64,-0.49,11.5,13.2,-1.7,-0.16,0.13
Moises Parra Gutierrez,ESP,FW,20,2002,1,10,10,0.3,0.1,0,,0,1,10,2,0.0,0,0,0,0.0,0.29,0.1,0.3,-0.3,-2.28,-2.04
Munir El Haddadi,MAR,"MF,FW",26,1995,28,1150,41,33.6,12.8,10,69,0,18,25,3,1.14,15,14,1,0.08,0.55,16.6,18.2,-1.7,-0.13,0.18
Nemanja Maksimović,SRB,MF,27,1995,29,2053,71,60.0,22.8,26,75,9,3,36,7,1.28,19,26,-7,-0.31,-0.04,19.1,26.9,-7.8,-0.34,-0.24
Omar Alderete,PAR,DF,25,1996,25,2047,82,59.9,22.7,23,87,19,2,23,6,1.04,19,24,-5,-0.22,0.17,23.2,27.7,-4.5,-0.2,0.12
Pablo Ramírez,ESP,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Portu,ESP,"MF,DF",30,1992,34,1770,52,51.8,19.7,17,84,8,17,21,1,1.12,18,24,-6,-0.31,-0.03,19.8,27.8,-8.0,-0.41,-0.33
Santiago García,,MF,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Stefan Mitrović,SRB,DF,32,1990,22,1680,76,49.1,18.7,18,89,16,4,22,16,1.36,16,17,-1,-0.05,0.46,16.5,19.6,-3.1,-0.17,0.16
Vicente Bellmunt,ESP,GK,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ángel Algobia,ESP,MF,23,1999,26,1138,44,33.3,12.6,11,71,3,15,24,10,1.19,17,15,2,0.16,0.67,15.6,14.6,1.1,0.09,0.5
