General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adnan Januzaj,BEL,FW,27,1995,2,47,24,1.4,0.5,1,45,0,1,2,12,0.0,0,0,0,0.0,0.19,0.0,0.4,-0.4,-0.72,-0.52
Alberto López,ESP,GK,18,2003,0,,,,,0,,0,0,,24,,,,,,,,,,,
Alex Telles,BRA,DF,29,1992,27,1427,53,41.7,15.9,15,76,6,12,24,3,1.22,17,24,-7,-0.44,-0.44,17.3,24.7,-7.4,-0.46,-0.44
Bryan Gil,ESP,"FW,DF",21,2001,17,918,54,26.8,10.2,10,72,1,7,29,2,1.47,13,13,0,0.0,0.25,13.8,11.2,2.6,0.26,0.63
Carlos Álvarez,ESP,MF,18,2003,1,10,10,0.3,0.1,0,,0,1,10,7,3.0,0,1,-1,-9.0,-8.84,0.1,0.2,-0.1,-0.67,-0.46
Carmona,ESP,DF,20,2002,10,527,53,15.4,5.9,5,69,1,5,36,5,1.0,6,11,-5,-0.85,-0.79,4.7,13.7,-9.0,-1.53,-1.56
Diego Iturralde,ESP,DF,19,2003,1,45,45,1.3,0.5,1,45,0,0,,2,0.0,0,1,-1,-2.0,-1.84,0.1,1.3,-1.2,-2.47,-2.3
Fernando,BRA,"MF,DF",35,1987,22,1577,72,46.1,17.5,19,81,11,3,14,2,1.5,28,21,7,0.4,1.08,20.5,21.6,-1.0,-0.06,0.28
Gonzalo Montiel,ARG,DF,25,1997,28,1524,54,44.6,16.9,17,74,8,11,24,6,1.25,18,28,-10,-0.59,-0.73,21.0,26.7,-5.7,-0.34,-0.23
Isco,ESP,"MF,FW",30,1992,12,799,67,23.4,8.9,10,74,4,2,28,0,0.83,9,14,-5,-0.56,-0.49,8.3,15.4,-7.1,-0.81,-0.78
Ivan Rakitić,CRO,MF,34,1988,31,1788,58,52.3,19.9,21,74,10,10,24,5,1.42,23,25,-2,-0.1,0.18,25.5,30.2,-4.7,-0.24,-0.06
Iván Romero,ESP,MF,21,2001,1,11,11,0.3,0.1,0,,0,1,11,0,0.0,0,0,0,0.0,0.18,0.0,0.0,0.0,0.02,0.23
Jesús Corona,MEX,FW,29,1993,4,111,28,3.2,1.2,1,62,0,3,16,9,0.75,3,2,1,0.81,1.03,1.5,1.3,0.2,0.14,0.36
Jesús Navas,ESP,"DF,FW",36,1985,32,1981,62,57.9,22.0,21,78,12,11,31,4,1.47,32,27,5,0.23,0.98,25.4,27.8,-2.3,-0.11,0.24
Joan Jordán,ESP,MF,28,1994,23,1592,69,46.5,17.7,19,78,11,4,28,4,1.26,18,28,-10,-0.57,-0.71,21.4,28.3,-6.9,-0.39,-0.34
Karim Rekik,NED,DF,27,1994,16,1181,74,34.5,13.1,15,77,10,1,24,7,1.38,18,16,2,0.15,0.51,17.5,15.2,2.3,0.18,0.59
Kasper Dolberg,DEN,FW,24,1997,4,197,49,5.8,2.2,2,75,1,2,24,7,0.5,2,2,0,0.0,0.2,1.7,4.1,-2.4,-1.08,-0.93
Kike Salas,ESP,DF,20,2002,6,368,61,10.8,4.1,4,73,2,2,39,10,1.0,6,5,1,0.24,0.48,4.3,7.2,-2.9,-0.71,-0.56
Loïc Bade,FRA,DF,22,2000,19,1449,76,42.4,16.1,16,88,15,3,11,1,1.84,24,16,8,0.5,1.18,21.9,19.1,2.8,0.17,0.66
